pair,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
iq:ap,relation_shrinkage_mahalanobis,Tx8,0.9,68.72912858904172,0.51997,0.4388888888888889,0.4725274725274725,0.086,0.1455160744500846,43,352,48,457
iq:ap,relation_shrinkage_mahalanobis,Tx5,0.95,117.09242606054273,0.455475,0.45,0.5409836065573771,0.066,0.11764705882352942,33,372,28,467
iq:ap,relation_shrinkage_mahalanobis,Tx6,0.95,117.09242606054273,0.47358,0.45222222222222225,0.5555555555555556,0.07,0.12433392539964477,35,372,28,465
iq:ap,relation_shrinkage_mahalanobis,Tx7,0.95,117.09242606054273,0.483285,0.45222222222222225,0.5555555555555556,0.07,0.12433392539964477,35,372,28,465
iq:ap,relation_shrinkage_mahalanobis,Tx8,0.95,117.09242606054273,0.51997,0.43333333333333335,0.391304347826087,0.036,0.06593406593406594,18,372,28,482
iq:ap,relation_shrinkage_mahalanobis,Tx5,0.97,180.3572696760587,0.455475,0.4488888888888889,0.5588235294117647,0.038,0.07116104868913857,19,385,15,481
iq:ap,relation_shrinkage_mahalanobis,Tx6,0.97,180.3572696760587,0.47358,0.4488888888888889,0.5588235294117647,0.038,0.07116104868913857,19,385,15,481
iq:ap,relation_shrinkage_mahalanobis,Tx7,0.97,180.3572696760587,0.483285,0.4488888888888889,0.5588235294117647,0.038,0.07116104868913857,19,385,15,481
iq:ap,relation_shrinkage_mahalanobis,Tx8,0.97,180.3572696760587,0.51997,0.43666666666666665,0.34782608695652173,0.016,0.030592734225621417,8,385,15,492
iq:fft,relation_zdist,Tx5,0.9,2.379679635335007,0.46555,0.45666666666666667,0.5632183908045977,0.098,0.1669505962521295,49,362,38,451
iq:fft,relation_zdist,Tx6,0.9,2.379679635335007,0.47239,0.4666666666666667,0.6041666666666666,0.116,0.19463087248322147,58,362,38,442
iq:fft,relation_zdist,Tx7,0.9,2.379679635335007,0.472565,0.4577777777777778,0.5681818181818182,0.1,0.17006802721088435,50,362,38,450
iq:fft,relation_zdist,Tx8,0.9,2.379679635335007,0.49246,0.4444444444444444,0.5,0.076,0.13194444444444445,38,362,38,462
iq:fft,relation_zdist,Tx5,0.95,3.9178486152396,0.46555,0.45,0.5471698113207547,0.058,0.10488245931283906,29,376,24,471
iq:fft,relation_zdist,Tx6,0.95,3.9178486152396,0.47239,0.45222222222222225,0.5636363636363636,0.062,0.11171171171171172,31,376,24,469
iq:fft,relation_zdist,Tx7,0.95,3.9178486152396,0.472565,0.45222222222222225,0.5636363636363636,0.062,0.11171171171171172,31,376,24,469
iq:fft,relation_zdist,Tx8,0.95,3.9178486152396,0.49246,0.44,0.45454545454545453,0.04,0.07352941176470588,20,376,24,480
iq:fft,relation_zdist,Tx5,0.97,5.482439419300427,0.46555,0.45,0.5714285714285714,0.04,0.07476635514018691,20,385,15,480
iq:fft,relation_zdist,Tx6,0.97,5.482439419300427,0.47239,0.45,0.5714285714285714,0.04,0.07476635514018691,20,385,15,480
iq:fft,relation_zdist,Tx7,0.97,5.482439419300427,0.472565,0.45,0.5714285714285714,0.04,0.07476635514018691,20,385,15,480
iq:fft,relation_zdist,Tx8,0.97,5.482439419300427,0.49246,0.43777777777777777,0.375,0.018,0.034351145038167934,9,385,15,491
iq:fft,relation_pca_residual,Tx5,0.9,0.39545442255198354,0.45996,0.4533333333333333,0.5408163265306123,0.106,0.17725752508361203,53,355,45,447
iq:fft,relation_pca_residual,Tx6,0.9,0.39545442255198354,0.495235,0.45555555555555555,0.55,0.11,0.18333333333333335,55,355,45,445
iq:fft,relation_pca_residual,Tx7,0.9,0.39545442255198354,0.481245,0.4577777777777778,0.5588235294117647,0.114,0.18936877076411962,57,355,45,443
iq:fft,relation_pca_residual,Tx8,0.9,0.39545442255198354,0.520915,0.4488888888888889,0.5212765957446809,0.098,0.164983164983165,49,355,45,451
