pair,method,tx,threshold_quantile,threshold,known_files,false_rejects,known_accepts,false_reject_rate,score_mean,score_p95
iq:stft,relation_pca_residual,Tx3,0.95,0.7754129958909272,100,7,93,0.07,0.3543675087631824,0.9530214155988972
iq:stft,relation_pca_residual,Tx4,0.95,0.7754129958909272,100,2,98,0.02,0.2957833730521373,0.6489342722786352
iq:stft,relation_pca_residual,Tx1,0.97,1.0119307173435763,100,6,94,0.06,0.3225001467695986,1.2449975816812702
iq:stft,relation_pca_residual,Tx2,0.97,1.0119307173435763,100,10,90,0.1,0.604982721033762,2.4309490844240647
iq:stft,relation_pca_residual,Tx3,0.97,1.0119307173435763,100,5,95,0.05,0.3543675087631824,0.9530214155988972
iq:stft,relation_pca_residual,Tx4,0.97,1.0119307173435763,100,2,98,0.02,0.2957833730521373,0.6489342722786352
iq:stft,relation_shrinkage_mahalanobis,Tx1,0.9,61.99539276017225,100,10,90,0.1,35.43681401409408,120.5143780896504
iq:stft,relation_shrinkage_mahalanobis,Tx2,0.9,61.99539276017225,100,12,88,0.12,53.802209221333236,217.64748905556993
iq:stft,relation_shrinkage_mahalanobis,Tx3,0.9,61.99539276017225,100,11,89,0.11,35.1061004658815,105.20758058500336
iq:stft,relation_shrinkage_mahalanobis,Tx4,0.9,61.99539276017225,100,13,87,0.13,30.688446769235647,82.76607197868125
iq:stft,relation_shrinkage_mahalanobis,Tx1,0.95,99.32259412144003,100,6,94,0.06,35.43681401409408,120.5143780896504
iq:stft,relation_shrinkage_mahalanobis,Tx2,0.95,99.32259412144003,100,11,89,0.11,53.802209221333236,217.64748905556993
iq:stft,relation_shrinkage_mahalanobis,Tx3,0.95,99.32259412144003,100,6,94,0.06,35.1061004658815,105.20758058500336
iq:stft,relation_shrinkage_mahalanobis,Tx4,0.95,99.32259412144003,100,2,98,0.02,30.688446769235647,82.76607197868125
iq:stft,relation_shrinkage_mahalanobis,Tx1,0.97,121.97571586828998,100,4,96,0.04,35.43681401409408,120.5143780896504
iq:stft,relation_shrinkage_mahalanobis,Tx2,0.97,121.97571586828998,100,9,91,0.09,53.802209221333236,217.64748905556993
iq:stft,relation_shrinkage_mahalanobis,Tx3,0.97,121.97571586828998,100,4,96,0.04,35.1061004658815,105.20758058500336
iq:stft,relation_shrinkage_mahalanobis,Tx4,0.97,121.97571586828998,100,2,98,0.02,30.688446769235647,82.76607197868125
iq:cepstral,relation_zdist,Tx1,0.9,2.1254247967228626,100,7,93,0.07,0.8511696874082462,2.729809181540081
iq:cepstral,relation_zdist,Tx2,0.9,2.1254247967228626,100,16,84,0.16,2.2381893466172373,4.376206850387431
iq:cepstral,relation_zdist,Tx3,0.9,2.1254247967228626,100,14,86,0.14,1.0986581210994715,4.0613722398695025
iq:cepstral,relation_zdist,Tx4,0.9,2.1254247967228626,100,8,92,0.08,0.7774059848878795,3.1326684323609277
iq:cepstral,relation_zdist,Tx1,0.95,3.563103865117415,100,2,98,0.02,0.8511696874082462,2.729809181540081
iq:cepstral,relation_zdist,Tx2,0.95,3.563103865117415,100,9,91,0.09,2.2381893466172373,4.376206850387431
iq:cepstral,relation_zdist,Tx3,0.95,3.563103865117415,100,6,94,0.06,1.0986581210994715,4.0613722398695025
iq:cepstral,relation_zdist,Tx4,0.95,3.563103865117415,100,3,97,0.03,0.7774059848878795,3.1326684323609277
iq:cepstral,relation_zdist,Tx1,0.97,4.522341100017556,100,2,98,0.02,0.8511696874082462,2.729809181540081
iq:cepstral,relation_zdist,Tx2,0.97,4.522341100017556,100,4,96,0.04,2.2381893466172373,4.376206850387431
iq:cepstral,relation_zdist,Tx3,0.97,4.522341100017556,100,4,96,0.04,1.0986581210994715,4.0613722398695025
iq:cepstral,relation_zdist,Tx4,0.97,4.522341100017556,100,1,99,0.01,0.7774059848878795,3.1326684323609277
iq:cepstral,relation_pca_residual,Tx1,0.9,0.4265153371270012,100,14,86,0.14,0.2885287061208001,0.7179851203949228
iq:cepstral,relation_pca_residual,Tx2,0.9,0.4265153371270012,100,17,83,0.17,1.1312850634535287,1.3725255155406104
iq:cepstral,relation_pca_residual,Tx3,0.9,0.4265153371270012,100,19,81,0.19,0.2902762026591771,0.9024737791458182
iq:cepstral,relation_pca_residual,Tx4,0.9,0.4265153371270012,100,12,88,0.12,0.21454902515688773,0.9282618758428876
iq:cepstral,relation_pca_residual,Tx1,0.95,0.6968600475599666,100,6,94,0.06,0.2885287061208001,0.7179851203949228
iq:cepstral,relation_pca_residual,Tx2,0.95,0.6968600475599666,100,13,87,0.13,1.1312850634535287,1.3725255155406104
iq:cepstral,relation_pca_residual,Tx3,0.95,0.6968600475599666,100,9,91,0.09,0.2902762026591771,0.9024737791458182
iq:cepstral,relation_pca_residual,Tx4,0.95,0.6968600475599666,100,7,93,0.07,0.21454902515688773,0.9282618758428876
iq:cepstral,relation_pca_residual,Tx1,0.97,0.9350360409002083,100,4,96,0.04,0.2885287061208001,0.7179851203949228
iq:cepstral,relation_pca_residual,Tx2,0.97,0.9350360409002083,100,10,90,0.1,1.1312850634535287,1.3725255155406104
iq:cepstral,relation_pca_residual,Tx3,0.97,0.9350360409002083,100,4,96,0.04,0.2902762026591771,0.9024737791458182
iq:cepstral,relation_pca_residual,Tx4,0.97,0.9350360409002083,100,5,95,0.05,0.21454902515688773,0.9282618758428876
iq:cepstral,relation_shrinkage_mahalanobis,Tx1,0.9,66.89490761068028,100,9,91,0.09,33.147812176415506,91.51260385376278
iq:cepstral,relation_shrinkage_mahalanobis,Tx2,0.9,66.89490761068028,100,18,82,0.18,104.89560167406444,179.62108902431143
